item_id;order_id;customer_id;product_id;sales_amount;quantity;discount;profit;margin
5610;117198;69;TEC-AC-10003033;659.9;2;0;217.77;0.66
5611;145828;486;TEC-AC-10002323;53.04;3;0.2;-4.64;-0.26
5612;121027;328;TEC-AC-10002049;843.9;2;0;371.32;0.88
5613;121027;328;TEC-AC-10002253;1496.16;9;0;224.42;1.35
5614;147431;7;OFF-ST-10003994;117.96;2;0;5.9;0.1
5615;158001;363;OFF-AR-10002399;21.3;5;0;8.73;2.05
5616;158001;363;OFF-AP-10002118;1040.8;5;0;281.02;1.35
5617;158001;363;OFF-AR-10001954;29.34;6;0;7.92;1.62
5618;125745;202;FUR-FU-10001591;19.52;2;0.2;5.37;0.55
5619;101154;145;OFF-ST-10004186;443.92;4;0;8.88;0.08
5620;124163;712;TEC-AC-10001908;499.95;5;0;174.98;1.75
5621;124163;712;OFF-AR-10000817;3.04;1;0;1.03;0.34
5622;124163;712;FUR-CH-10004218;201.96;2;0;50.49;0.5
5623;124163;712;FUR-FU-10000755;68.64;11;0;17.16;2.75
5624;121748;783;TEC-AC-10003063;100;4;0;21;0.84
5625;121748;783;TEC-AC-10002637;359.98;2;0;21.6;0.12
5626;126683;596;FUR-FU-10001706;6.16;2;0;2.96;0.96
5627;126683;596;FUR-TA-10002958;2348.82;9;0;399.3;1.53
5628;148810;191;OFF-LA-10004689;13.87;6;0.2;4.68;2.02
5629;148810;191;FUR-CH-10001545;273.55;3;0.2;-13.68;-0.15
5630;146066;630;FUR-TA-10002530;815.29;9;0.4;-339.71;-3.75
5631;127614;558;TEC-AC-10001432;234.45;3;0;103.16;1.32
5632;127614;558;FUR-TA-10003715;1256.22;6;0;75.37;0.36
5633;127614;558;OFF-BI-10003291;17.46;2;0;8.21;0.94
5634;101742;171;OFF-BI-10004187;10.53;7;0.2;3.68;2.45
5635;134943;710;OFF-BI-10000666;152.8;5;0;76.4;2.5
5636;123022;669;OFF-BI-10002225;82.56;5;0.2;28.9;1.75
5637;123022;669;TEC-AC-10000474;284.97;3;0;85.49;0.9
5638;113208;535;FUR-FU-10004245;60.84;3;0;23.12;1.14
5639;154893;295;FUR-CH-10004287;1325.76;6;0.2;149.15;0.68
5640;154893;295;FUR-CH-10000595;572.16;3;0.2;35.76;0.19
5641;147900;375;OFF-PA-10003063;28.8;9;0.2;10.08;3.15
5642;106355;29;OFF-AR-10000246;11.12;4;0;2.89;1.04
5643;127985;193;FUR-FU-10003274;7.04;4;0;3.1;1.76
5644;166604;46;OFF-EN-10004147;17.94;3;0;8.79;1.47
5645;120719;674;OFF-BI-10002103;34.76;5;0.2;11.3;1.63
5646;127117;323;FUR-FU-10004018;74.45;5;0;20.1;1.35
5647;104241;33;FUR-FU-10001473;192.22;14;0;69.2;5.04
5648;168179;399;OFF-PA-10001800;19.44;3;0;9.33;1.44
5649;142342;53;OFF-PA-10004609;32.4;5;0;15.55;2.4
5650;142342;53;OFF-EN-10002592;57.9;5;0;28.95;2.5
5651;142342;53;OFF-ST-10002957;10.56;2;0;0;0
5652;142342;53;FUR-BO-10002613;1194.17;5;0.15;210.74;0.88
5653;109099;551;OFF-PA-10001033;40.99;1;0;20.09;0.49
5654;134187;748;OFF-AR-10000940;2.94;1;0;0.79;0.27
5655;145261;8;OFF-BI-10001670;45.24;4;0.7;-30.16;-2.67
5656;145261;8;OFF-AR-10004078;18.69;4;0.2;2.34;0.5
5657;145261;8;OFF-PA-10003036;11.65;2;0.2;3.79;0.65
5658;145261;8;TEC-AC-10000991;112.78;3;0.2;-8.46;-0.23
5659;145261;8;FUR-TA-10002530;377.45;5;0.5;-264.22;-3.5
5660;145261;8;OFF-LA-10000407;15.94;4;0.2;5.18;1.3
5661;145261;8;TEC-PH-10004833;28.68;3;0.2;-7.17;-0.75
5662;108875;179;FUR-FU-10002671;21.44;2;0.2;7.5;0.7
5663;108875;179;OFF-ST-10001370;511.06;9;0.2;-95.82;-1.69
5664;141957;353;OFF-AR-10000914;18.66;2;0.2;1.4;0.15
5665;141957;353;OFF-BI-10001116;11.09;7;0.7;-8.13;-5.13
5666;141957;353;OFF-ST-10002276;66.69;1;0.2;4.17;0.06
5667;141957;353;OFF-ST-10004340;99.49;2;0.2;8.71;0.18
5668;142405;673;OFF-LA-10004093;14.62;2;0;6.87;0.94
5669;142405;673;OFF-BI-10004728;53.98;14;0.2;17.54;4.55
5670;142405;673;TEC-AC-10003095;389.97;3;0;132.59;1.02
5671;141012;774;FUR-FU-10003192;355.36;4;0;92.39;1.04
5672;141012;774;TEC-PH-10004522;140.38;3;0.2;8.77;0.19
5673;127922;664;OFF-EN-10003068;15.84;2;0.2;5.54;0.7
5674;127922;664;OFF-PA-10001204;8.45;2;0.2;2.64;0.62
5675;146318;484;OFF-PA-10003953;12.96;2;0;6.22;0.96
5676;135993;588;TEC-PH-10001552;57.41;6;0.2;5.74;0.6
5677;135993;588;TEC-AC-10004877;27.6;4;0;2.21;0.32
5678;126802;792;FUR-FU-10000193;38.98;3;0.6;-50.67;-3.9
5679;143924;711;OFF-FA-10000735;20.44;7;0;9.2;3.15
5680;143924;711;OFF-PA-10002120;109.92;2;0;53.86;0.98
5681;141551;82;OFF-BI-10001249;6.38;1;0;2.93;0.46
5682;141551;82;OFF-PA-10001569;6.48;1;0;3.11;0.48
5683;164315;638;OFF-PA-10004248;15.84;3;0;7.13;1.35
5684;164315;638;TEC-PH-10001128;1049.93;7;0;293.98;1.96
5685;164315;638;OFF-AP-10003842;154.9;5;0;40.27;1.3
5686;131072;442;OFF-BI-10002794;98.35;3;0.2;35.65;1.09
5687;131541;146;OFF-FA-10000621;14.32;5;0.2;5.19;1.81
5688;131541;146;FUR-FU-10003623;129.89;6;0.2;12.99;0.6
5689;131541;146;OFF-EN-10000781;48.94;7;0.2;16.52;2.36
5690;119550;646;FUR-CH-10002044;275.06;3;0.3;-90.38;-0.99
5691;138093;414;OFF-AR-10000817;27.36;9;0;9.3;3.06
5692;138093;414;OFF-PA-10001509;44.75;5;0;20.59;2.3
5693;138093;414;TEC-PH-10004667;134.99;1;0;36.45;0.27
5694;138093;414;OFF-PA-10000143;26.4;5;0;12.67;2.4
5695;138093;414;FUR-CH-10000785;542.94;3;0;141.16;0.78
5696;126165;31;FUR-TA-10001676;71.09;2;0.2;-1.78;-0.05
5697;126123;51;OFF-BI-10000309;27.4;9;0.8;-42.46;-13.95
5698;126123;51;OFF-BI-10004224;13.46;1;0.8;-23.55;-1.75
5699;143441;277;OFF-LA-10002312;11.84;1;0.2;4.44;0.38
5700;148320;592;OFF-PA-10003022;35.88;6;0;17.58;2.94
5701;125661;136;OFF-EN-10001532;40.75;3;0.2;15.28;1.12
5702;125661;136;TEC-AC-10004855;139.96;5;0.2;-22.74;-0.81
5703;123519;724;OFF-AR-10003829;2.62;1;0.2;0.3;0.11
5704;123519;724;FUR-TA-10002645;136.53;1;0.4;-52.34;-0.38
5705;123519;724;TEC-AC-10003033;263.96;1;0.2;42.89;0.16
5706;155593;625;OFF-SU-10002522;11.64;3;0;3.38;0.87
5707;136000;695;OFF-BI-10004828;40.18;3;0.2;14.56;1.09
5708;160857;559;FUR-FU-10001095;79.44;3;0;30.19;1.14
5709;160857;559;OFF-SU-10000157;357.93;3;0;7.16;0.06
5710;160857;559;FUR-CH-10002647;127.76;2;0.1;21.29;0.33
5711;160857;559;TEC-CO-10004115;2799.94;7;0.2;1014.98;2.54
5712;160857;559;OFF-PA-10003363;19.44;3;0;9.33;1.44
5713;115805;428;TEC-PH-10003092;36.79;1;0.2;4.14;0.11
5714;143707;317;TEC-PH-10003655;5.94;3;0;1.6;0.81
5715;116939;60;OFF-ST-10001476;177.55;5;0;47.94;1.35
5716;124107;110;TEC-AC-10002049;619.95;5;0;111.59;0.9
5717;124107;110;TEC-PH-10003875;29.16;3;0;8.46;0.87
5718;124107;110;OFF-EN-10003286;57.96;7;0;27.24;3.29
5719;124107;110;OFF-AP-10003971;29.4;3;0.1;5.23;0.53
5720;126550;647;OFF-ST-10001031;81.4;5;0;21.16;1.3
5721;138674;438;OFF-FA-10000304;8.72;5;0.2;2.29;1.31
5722;138674;438;TEC-AC-10000358;91.18;3;0.2;4.56;0.15
5723;138674;438;TEC-AC-10002800;159.97;4;0.2;29.99;0.75
5724;165820;238;OFF-PA-10004735;12.96;2;0;6.22;0.96
5725;103191;785;OFF-ST-10002574;331.54;3;0.2;-82.88;-0.75
5726;103933;191;TEC-AC-10004171;899.91;9;0;395.96;3.96
5727;110548;46;TEC-PH-10002922;946.34;7;0.2;118.29;0.87
5728;117324;367;TEC-AC-10003023;178.11;3;0;32.06;0.54
5729;117324;367;OFF-AP-10003590;1089.75;3;0;305.13;0.84
5730;117324;367;OFF-LA-10003510;61.06;2;0;28.09;0.92
5731;117324;367;FUR-BO-10003159;459.92;4;0;41.39;0.36
5732;117324;367;OFF-PA-10002713;27.52;4;0;12.66;1.84
5733;143574;191;FUR-BO-10002598;638.82;9;0;185.26;2.61
5734;143574;191;OFF-SU-10002537;30.69;3;0;7.98;0.78
5735;143574;191;FUR-FU-10003976;25.16;2;0;8.55;0.68
5736;111773;374;OFF-BI-10000174;13.92;3;0.2;4.87;1.05
5737;148614;498;OFF-PA-10002893;19.36;2;0;9.29;0.96
5738;148614;498;FUR-FU-10003194;19.3;2;0;5.79;0.6
5739;156139;77;OFF-BI-10004233;38.38;3;0.2;13.43;1.05
5740;147886;204;OFF-PA-10000232;12.96;2;0;6.35;0.98
5741;147886;204;FUR-FU-10001095;26.48;1;0;10.06;0.38
5742;147886;204;TEC-MA-10004679;532.72;2;0.2;53.27;0.2
5743;147886;204;OFF-PA-10003651;26.72;4;0;12.83;1.92
5744;147886;204;OFF-PA-10000743;20.04;3;0;9.62;1.44
5745;147886;204;OFF-ST-10002743;795.48;7;0;7.95;0.07
5746;147886;204;FUR-FU-10003829;21.56;7;0;6.9;2.24
5747;113733;459;TEC-PH-10002496;249.58;2;0.2;31.2;0.25
5748;113733;459;TEC-AC-10002473;68.11;3;0.2;17.88;0.79
5749;113733;459;TEC-AC-10004877;16.56;3;0.2;-2.48;-0.45
5750;104913;205;TEC-PH-10000923;74.95;5;0;36.73;2.45
5751;145800;693;FUR-TA-10001539;355.46;3;0.5;-184.84;-1.56
5752;125850;287;OFF-LA-10003498;44.4;3;0;22.2;1.5
5753;125850;287;OFF-LA-10004484;20.65;5;0;9.5;2.3
5754;118514;469;FUR-CH-10000015;866.4;4;0;225.26;1.04
5755;150749;16;OFF-AR-10003732;5.56;2;0;1.45;0.52
5756;163748;334;OFF-AP-10004052;3.16;4;0.8;-8.53;-10.8
5757;163748;334;TEC-CO-10002095;1999.96;5;0.2;624.99;1.56
5758;119634;71;FUR-FU-10004270;46.15;3;0.2;12.11;0.79
5759;149300;114;TEC-MA-10000423;32.99;3;0.5;-1.98;-0.18
5760;111528;408;OFF-ST-10001526;481.32;4;0;125.14;1.04
5761;111528;408;OFF-BI-10002194;6.38;1;0.2;2.15;0.34
5762;158169;412;OFF-AP-10000828;542.94;3;0;152.02;0.84
5763;158169;412;FUR-FU-10001473;54.92;4;0;19.77;1.44
5764;162047;290;FUR-CH-10004983;1448.82;10;0.1;209.27;1.44
5765;117772;504;OFF-ST-10003994;353.88;6;0;17.69;0.3
5766;126340;257;TEC-PH-10004447;333.58;3;0.2;25.02;0.23
5767;149685;608;OFF-LA-10004545;60.14;6;0.2;20.3;2.03
5768;126396;23;TEC-AC-10003116;85.2;6;0.2;20.24;1.43
5769;154900;724;OFF-LA-10001641;3.15;1;0;1.51;0.48
5770;154900;724;OFF-PA-10002377;22.72;4;0;10.22;1.8
5771;103835;695;FUR-FU-10000010;14.91;3;0;4.62;0.93
5772;103835;695;OFF-AP-10002651;1158.12;4;0;335.85;1.16
5773;158939;268;TEC-CO-10002313;599.99;1;0;234;0.39
5774;117408;741;OFF-ST-10001580;23.97;2;0.2;2.4;0.2
5775;142398;86;FUR-CH-10001545;638.29;7;0.2;-31.91;-0.35
5776;142398;86;OFF-BI-10004826;13.21;1;0.2;4.62;0.35
5777;105277;470;OFF-BI-10000301;15.53;3;0.2;5.82;1.12
5778;112060;430;OFF-PA-10000994;104.85;1;0;50.33;0.48
5779;105270;61;OFF-AR-10003156;30.48;3;0;7.92;0.78
5780;105270;61;FUR-CH-10000988;112.65;1;0.2;11.26;0.1
5781;159513;385;TEC-MA-10003329;71.98;3;0.2;24.29;1.01
5782;155586;789;OFF-AR-10001547;2.21;1;0;0.6;0.27
5783;155586;789;OFF-EN-10003072;15.52;4;0;7.45;1.92
5784;155586;789;OFF-PA-10000726;36.44;4;0;16.4;1.8
5785;141117;405;FUR-BO-10001972;217.76;6;0.7;-384.72;-10.6
5786;141117;405;OFF-SU-10004664;39.07;6;0.2;4.4;0.68
5787;141117;405;OFF-BI-10003676;22.64;7;0.7;-16.6;-5.13
5788;141117;405;OFF-AR-10003727;95.14;7;0.2;10.7;0.79
5789;115070;546;FUR-FU-10003829;12.32;5;0.2;1.85;0.75
5790;115070;546;OFF-BI-10003712;4.42;3;0.7;-3.09;-2.1
5791;140186;587;OFF-FA-10002280;35;7;0;16.8;3.36
5792;140186;587;FUR-CH-10002961;72.78;1;0.2;0;0
5793;140186;587;OFF-AP-10002578;97.84;2;0;25.44;0.52
5794;140186;587;FUR-FU-10004848;51.75;1;0;15.53;0.3
5795;140186;587;OFF-BI-10003364;46.67;2;0.2;16.34;0.7
5796;124856;466;OFF-ST-10002615;1395.54;9;0;362.84;2.34
5797;124856;466;FUR-FU-10000521;117.36;4;0;36.38;1.24
5798;124856;466;OFF-LA-10000121;18.9;3;0;8.69;1.38
5799;124856;466;OFF-PA-10001289;77.52;2;0;37.98;0.98
5800;166716;181;FUR-CH-10004495;421.37;2;0.3;-6.02;-0.03
5801;123225;528;TEC-PH-10000895;575.97;4;0.2;43.2;0.3
5802;123225;528;OFF-PA-10000552;10.37;2;0.2;3.63;0.7
5803;163440;659;TEC-PH-10000376;15.98;2;0.2;1.2;0.15
5804;106796;408;OFF-AR-10003504;10.27;3;0.2;1.16;0.34
5805;113873;427;OFF-ST-10000943;61.79;4;0.2;6.18;0.4
5806;113873;427;FUR-BO-10003441;206;3;0.32;-27.26;-0.4
5807;149783;220;OFF-PA-10002195;12.19;3;0.2;4.11;1.01
5808;149783;220;OFF-AP-10001205;87.17;2;0.2;8.72;0.2
5809;149783;220;OFF-AR-10002987;31.74;2;0.2;8.33;0.52
5810;125017;415;FUR-FU-10000723;132.22;4;0.2;-18.18;-0.55
5811;163279;409;OFF-PA-10003127;105.52;4;0;48.54;1.84
5812;163279;409;FUR-FU-10000747;91.96;2;0;15.63;0.34
5813;163279;409;TEC-PH-10001795;1487.98;3;0.2;186;0.38
5814;150196;715;OFF-PA-10003797;19.44;3;0;9.33;1.44
5815;106495;30;TEC-AC-10002718;11.67;1;0.2;-0.73;-0.06
5816;124730;482;TEC-PH-10002170;279.96;4;0;78.39;1.12
5817;124730;482;OFF-BI-10001078;12.91;3;0.2;4.68;1.09
5818;124730;482;OFF-BI-10001031;17.09;4;0.2;5.77;1.35
5819;124730;482;OFF-LA-10001158;93.15;9;0;44.71;4.32
5820;124730;482;OFF-LA-10001613;11.52;4;0;5.64;1.96
5821;117632;144;OFF-SU-10000157;238.62;2;0;4.77;0.04
5822;117632;144;OFF-AP-10004868;7.77;1;0;2.1;0.27
5823;117632;144;FUR-TA-10001520;285.48;5;0.2;-10.71;-0.19
5824;117632;144;OFF-BI-10001900;19.17;4;0.2;6.47;1.35
5825;115056;34;OFF-AP-10003971;26.14;3;0.2;1.96;0.22
5826;161067;426;OFF-PA-10000418;419.4;4;0;201.31;1.92
5827;161067;426;FUR-CH-10004626;90.8;1;0.1;14.12;0.16
5828;161067;426;FUR-CH-10004860;181.76;2;0.1;-8.08;-0.09
5829;161067;426;OFF-AR-10003251;5.56;2;0;2.22;0.8
5830;122063;527;FUR-TA-10004575;581.96;2;0;104.75;0.36
5831;122063;527;FUR-CH-10004754;29.98;1;0;8.09;0.27
5832;111206;648;TEC-AC-10003095;519.96;4;0;176.79;1.36
5833;142895;86;OFF-LA-10000262;6.26;3;0.2;2.04;0.98
5834;142895;86;FUR-CH-10002961;363.92;5;0.2;0;0
5835;101868;515;OFF-BI-10003876;64.2;5;0.7;-42.8;-3.33
5836;101868;515;OFF-BI-10002133;38.52;3;0.7;-26.96;-2.1
5837;101868;515;TEC-AC-10004396;72.6;5;0.2;-8.17;-0.56
5838;133207;242;TEC-PH-10004100;57.57;4;0.2;5.76;0.4
5839;132948;498;OFF-ST-10000636;83.7;5;0;3.35;0.2
5840;134992;524;OFF-PA-10001972;32.4;5;0;15.55;2.4
5841;134992;524;FUR-FU-10002554;47.98;2;0;11.04;0.46
5842;126725;111;TEC-PH-10003174;415.97;4;0.2;52;0.5
5843;126725;111;OFF-ST-10001418;304.9;5;0;6.1;0.1
5844;126725;111;FUR-FU-10002813;80.96;4;0;29.15;1.44
5845;126725;111;OFF-ST-10000129;777.21;7;0;54.4;0.49
5846;126725;111;OFF-PA-10001639;32.4;5;0;15.55;2.4
5847;126725;111;FUR-CH-10001708;225.57;2;0.2;2.82;0.03
5848;126725;111;FUR-FU-10001591;36.6;3;0;15.37;1.26
5849;121783;611;OFF-AP-10003849;715.64;2;0;178.91;0.5
5850;121783;611;OFF-ST-10000078;795.51;3;0;143.19;0.54
5851;121783;611;TEC-CO-10001571;549.99;1;0;275;0.5
5852;121783;611;OFF-BI-10001658;74.76;3;0;34.39;1.38
5853;121783;611;FUR-FU-10004351;29.22;3;0;12.86;1.32
5854;138835;229;OFF-BI-10003314;9.64;2;0;4.72;0.98
5855;112214;46;OFF-ST-10001505;33.49;7;0.2;-1.26;-0.26
5856;112214;46;OFF-SU-10003567;23.04;3;0.2;-4.9;-0.64
5857;112214;46;OFF-BI-10002982;1.36;1;0.8;-2.18;-1.6
5858;112214;46;FUR-FU-10002364;14.76;5;0.6;-11.44;-3.88
5859;153255;381;FUR-BO-10004218;239.67;2;0.15;14.1;0.12
5860;108119;501;FUR-TA-10002530;301.96;2;0;45.29;0.3
5861;157434;375;OFF-PA-10001526;7.97;2;0.2;2.89;0.73
5862;101525;148;OFF-PA-10001497;109.92;2;0;53.86;0.98
5863;101525;148;OFF-PA-10003936;19.44;3;0;9.33;1.44
5864;101525;148;OFF-AR-10000716;11.16;2;0;4.35;0.78
5865;117968;627;OFF-AP-10002765;79.47;3;0;22.25;0.84
5866;117968;627;OFF-AR-10004165;4.56;2;0;2.01;0.88
5867;117968;627;FUR-CH-10002335;1133.35;5;0;294.67;1.3
5868;158211;79;OFF-AR-10004078;4.67;1;0.2;0.58;0.12
5869;158211;79;OFF-BI-10002026;104.58;6;0.7;-80.18;-4.6
5870;152247;532;FUR-CH-10001215;1603.14;4;0.2;100.2;0.25
5871;128223;246;FUR-TA-10001771;1293.49;7;0.2;80.84;0.44
5872;154235;659;FUR-FU-10004006;127.95;3;0;21.75;0.51
5873;129910;487;OFF-ST-10003282;59.76;1;0;16.73;0.28
5874;133095;266;OFF-BI-10002353;108.08;7;0;54.04;3.5
5875;133095;266;OFF-BI-10004141;9.54;3;0;4.39;1.38
5876;130554;285;OFF-AR-10001954;11.74;3;0.2;1.03;0.26
5877;152443;283;OFF-BI-10001071;447.86;7;0;219.45;3.43
5878;152443;283;OFF-PA-10003022;17.94;3;0;8.79;1.47
5879;152443;283;OFF-AP-10001293;245.88;6;0;68.85;1.68
5880;133319;498;OFF-PA-10001815;192.16;4;0;92.24;1.92
5881;133935;347;FUR-CH-10001215;801.57;2;0.2;50.1;0.13
5882;133935;347;OFF-PA-10000100;368.91;9;0;180.77;4.41
5883;133935;347;FUR-CH-10002880;885.53;9;0.2;-99.62;-1.01
5884;136301;250;FUR-FU-10004712;28.28;2;0;7.35;0.52
5885;136301;250;OFF-SU-10000151;4912.59;3;0;196.5;0.12
5886;109456;482;OFF-BI-10000136;14.35;3;0.2;5.02;1.05
5887;109456;482;TEC-AC-10003610;179.97;3;0;86.39;1.44
5888;151596;70;OFF-ST-10001837;42.76;1;0;11.12;0.26
5889;147879;147;OFF-PA-10001952;45.68;2;0;21.01;0.92
5890;166625;371;OFF-BI-10002414;25.06;2;0;11.78;0.94
5891;146157;647;OFF-PA-10001790;38.43;1;0.2;13.45;0.35
5892;146157;647;OFF-ST-10001590;21.57;2;0.2;1.62;0.15
5893;146157;647;TEC-AC-10003657;81.58;3;0.2;2.04;0.08
5894;159954;693;OFF-BI-10004876;2.78;1;0;1.36;0.49
5895;100825;432;OFF-ST-10003123;99.87;3;0;23.97;0.72
5896;168305;594;OFF-LA-10003498;44.4;3;0;22.2;1.5
5897;168305;594;OFF-PA-10004947;21.4;5;0;9.63;2.25
5898;167682;793;FUR-FU-10003799;71.12;4;0;22.05;1.24
5899;167682;793;TEC-PH-10000673;259.96;4;0;124.78;1.92
5900;108000;462;OFF-EN-10002621;9.78;1;0;4.89;0.5
5901;146465;586;OFF-BI-10004528;24.19;9;0.2;7.56;2.81
5902;159639;582;FUR-FU-10001889;31.56;3;0;10.41;0.99
5903;153948;285;OFF-PA-10000157;59.94;3;0;28.17;1.41
5904;153948;285;OFF-PA-10002764;45.36;4;0;22.23;1.96
5905;153948;285;OFF-PA-10000143;26.4;5;0;12.67;2.4
5906;153948;285;OFF-LA-10000414;41.4;4;0;19.87;1.92
5907;153948;285;TEC-AC-10003441;16.95;1;0;1.02;0.06
5908;113985;432;OFF-BI-10002353;24.7;2;0.2;9.26;0.75
5909;113985;432;OFF-AP-10001303;59.7;3;0;26.87;1.35
5910;113985;432;FUR-FU-10003026;14.52;3;0;5.66;1.17
5911;113985;432;OFF-BI-10000632;104.18;3;0.2;33.86;0.98
5912;155383;711;OFF-ST-10001328;46.53;3;0;13.03;0.84
5913;120432;238;OFF-SU-10004661;25.5;3;0;6.63;0.78
5914;126977;607;OFF-ST-10000617;14.9;5;0;1.04;0.35
5915;126977;607;OFF-LA-10002762;87.71;7;0;41.22;3.29
5916;126977;607;FUR-CH-10001973;199.76;2;0.1;8.88;0.09
5917;126977;607;OFF-ST-10003058;94.6;4;0;27.43;1.16
5918;126977;607;FUR-BO-10004834;4228.7;6;0.2;158.58;0.23
5919;126977;607;FUR-BO-10002213;2003.92;5;0.2;-25.05;-0.06
5920;126977;607;TEC-PH-10002170;209.97;3;0;58.79;0.84
5921;126977;607;TEC-AC-10003033;659.9;2;0;217.77;0.66
5922;126977;607;OFF-PA-10004071;110.96;2;0;53.26;0.96
5923;126977;607;TEC-PH-10000169;67.8;4;0;1.36;0.08
5924;130288;214;FUR-TA-10002958;313.18;2;0.4;-120.05;-0.77
5925;146458;628;OFF-AR-10001177;22.96;7;0;6.66;2.03
5926;150420;305;TEC-AC-10004975;1099.5;10;0;362.84;3.3
5927;118997;658;FUR-TA-10001086;1215.92;8;0;316.14;2.08
5928;114314;236;OFF-LA-10000240;7.31;1;0;3.44;0.47
5929;114314;236;FUR-FU-10002107;8.92;4;0;3.92;1.76
5930;169551;640;FUR-BO-10001519;87.21;3;0.5;-45.35;-1.56
5931;169551;640;OFF-PA-10004100;15.55;3;0.2;5.44;1.05
5932;169551;640;TEC-PH-10001363;683.99;2;0.4;-114;-0.33
5933;169551;640;OFF-ST-10004835;13.39;3;0.2;1;0.22
5934;169551;640;TEC-AC-10002018;16.78;3;0.2;4.82;0.86
5935;169551;640;TEC-AC-10003033;527.92;2;0.2;85.79;0.33
5936;103107;630;FUR-FU-10000221;25.4;5;0;8.64;1.7
5937;103107;630;TEC-PH-10001198;177.48;3;0.2;19.97;0.34
5938;103107;630;TEC-PH-10002564;71.98;3;0.2;9;0.38
5939;122077;352;TEC-PH-10003811;95.99;1;0.2;9.6;0.1
5940;122077;352;OFF-LA-10004178;13.22;4;0.2;4.3;1.3
5941;112431;645;TEC-AC-10001465;435.84;12;0;130.75;3.6
5942;112431;645;OFF-AR-10000940;5.88;2;0;1.59;0.54
5943;151092;784;TEC-PH-10001700;211.17;4;0.2;18.48;0.35
5944;104178;350;FUR-FU-10000771;6.28;1;0;2.64;0.42
5945;104178;350;TEC-AC-10002399;95.1;5;0;30.43;1.6
5946;104178;350;OFF-PA-10004983;25.92;4;0;12.44;1.92
5947;104178;350;OFF-ST-10004258;48.84;4;0;13.19;1.08
5948;115924;97;OFF-BI-10004040;25.9;5;0;12.69;2.45
5949;161046;168;OFF-EN-10003862;42.68;4;0;19.63;1.84
5950;161046;168;TEC-AC-10004571;299.97;3;0;125.99;1.26
5951;161046;168;OFF-AP-10000891;262.24;2;0;78.67;0.6
5952;161046;168;OFF-BI-10002026;234.36;6;0;112.49;2.88
5953;141698;698;OFF-PA-10001826;20.74;4;0.2;7.26;1.4
5954;105151;725;OFF-AR-10001231;10.5;5;0;2.94;1.4
5955;155796;761;FUR-FU-10000409;23.97;2;0.2;7.79;0.65
5956;155796;761;FUR-BO-10002545;521.96;4;0.5;-250.54;-1.92
5957;127138;214;OFF-ST-10002756;676.55;5;0;6.77;0.05
5958;127138;214;OFF-AP-10003842;154.9;5;0;40.27;1.3
5959;127138;214;OFF-EN-10004459;30.56;4;0;14.97;1.96
5960;127138;214;FUR-CH-10003746;770.35;3;0.2;77.04;0.3
5961;150602;492;FUR-FU-10003142;21.12;4;0;6.55;1.24
5962;140732;503;TEC-PH-10001425;575.93;9;0.2;57.59;0.9
5963;140732;503;OFF-AP-10001626;7.78;2;0;2.02;0.52
5964;140732;503;OFF-PA-10003625;123.92;4;0;55.76;1.8
5965;119011;468;OFF-SU-10004768;17.22;3;0;5.17;0.9
5966;119011;468;OFF-ST-10000777;226.56;6;0;63.44;1.68
5967;119011;468;TEC-PH-10003171;107.88;3;0.2;10.79;0.3
5968;166912;89;OFF-PA-10001033;81.98;2;0;40.17;0.98
5969;141726;142;OFF-PA-10000418;104.85;1;0;50.33;0.48
5970;141726;142;OFF-BI-10001982;8.7;2;0.2;3.16;0.73
5971;141726;142;OFF-PA-10002230;19.92;4;0;9.76;1.96
5972;141726;142;FUR-FU-10003577;43.02;3;0;15.49;1.08
5973;115105;118;FUR-BO-10001811;240.78;1;0.2;30.1;0.13
5974;143980;375;OFF-AP-10003779;414.96;2;0;124.49;0.6
5975;135636;240;OFF-ST-10000676;387.72;5;0.2;-67.85;-0.87
5976;102155;634;OFF-ST-10001496;360.38;2;0;93.7;0.52
5977;102155;634;OFF-PA-10003673;13.56;2;0;6.24;0.92
5978;116953;728;TEC-PH-10004614;552;10;0.2;34.5;0.63
5979;117765;630;FUR-TA-10001039;429.9;5;0;111.77;1.3
5980;117765;630;OFF-BI-10000474;32.06;2;0;15.39;0.96
5981;117765;630;FUR-CH-10004698;161.96;2;0;45.35;0.56
5982;117765;630;OFF-ST-10003327;19.86;2;0;5.76;0.58
5983;114895;545;OFF-PA-10000232;12.96;2;0;6.35;0.98
5984;112984;278;OFF-PA-10003657;20.54;6;0.2;6.42;1.88
5985;163776;401;FUR-FU-10001185;185.58;6;0;76.09;2.46
5986;163776;401;OFF-BI-10003007;77.56;2;0;35.68;0.92
5987;163776;401;OFF-ST-10002485;87.92;4;0;0.88;0.04
5988;163776;401;OFF-PA-10001033;245.94;6;0;120.51;2.94
5989;163776;401;OFF-BI-10000404;8.6;1;0;4.04;0.47
5990;163776;401;FUR-BO-10003546;504.9;5;0;126.23;1.25
5991;163300;267;OFF-BI-10004390;2357.49;7;0.2;884.06;2.63
5992;163300;267;TEC-PH-10001700;369.54;7;0.2;32.34;0.61
5993;163300;267;FUR-CH-10003396;184.75;3;0.2;-20.78;-0.34
5994;162187;575;OFF-ST-10001558;64.96;5;0.2;-4.06;-0.31
5995;162187;575;OFF-SU-10004782;13.52;2;0.2;1.69;0.25
5996;162187;575;FUR-CH-10003298;458.43;5;0.3;-137.53;-1.5
